Table 2 from Audsley et al. 2009,
"Extract herbicide, fungicide, and insecticide average values",
"From the first section of the table, second section, and third, respectively",
,
,
class,energy_MJkgai
herbicide,264.5
fungicide,173
insecticide,214.4
